Zip Code,Population
"ZCTA5 12719, New York",1207
"ZCTA5 12720, New York",172
"ZCTA5 12721, New York",6627
"ZCTA5 12722, New York",158
"ZCTA5 12723, New York",1826
"ZCTA5 12724, New York",245
"ZCTA5 12725, New York",277
"ZCTA5 12726, New York",1162
"ZCTA5 12729, New York",1874
"ZCTA5 12732, New York",786
"ZCTA5 12733, New York",1446
"ZCTA5 12734, New York",867
"ZCTA5 12736, New York",118
"ZCTA5 12737, New York",1910
"ZCTA5 12738, New York",320
"ZCTA5 12740, New York",1886
"ZCTA5 12741, New York",351
"ZCTA5 12742, New York",181
"ZCTA5 12743, New York",389
"ZCTA5 12745, New York",178
"ZCTA5 12746, New York",937
"ZCTA5 12747, New York",1714
"ZCTA5 12748, New York",2076
"ZCTA5 12749, New York",300
"ZCTA5 12750, New York",187
"ZCTA5 12751, New York",1054
"ZCTA5 12752, New York",242
"ZCTA5 12754, New York",7221
"ZCTA5 12758, New York",4042
"ZCTA5 12759, New York",1649
"ZCTA5 12760, New York",482
"ZCTA5 12762, New York",512
"ZCTA5 12763, New York",942
"ZCTA5 12764, New York",1802
"ZCTA5 12765, New York",885
"ZCTA5 12766, New York",437
"ZCTA5 12767, New York",126
"ZCTA5 12768, New York",1131
"ZCTA5 12769, New York",253
"ZCTA5 12770, New York",296
"ZCTA5 12771, New York",14511
"ZCTA5 12775, New York",2297
"ZCTA5 12776, New York",2180
"ZCTA5 12777, New York",764
"ZCTA5 12778, New York",633
"ZCTA5 12779, New York",2460
"ZCTA5 12780, New York",2312
"ZCTA5 12781, New York",307
"ZCTA5 12783, New York",1668
"ZCTA5 12784, New York",94
"ZCTA5 12785, New York",1024
"ZCTA5 12786, New York",665
"ZCTA5 12787, New York",452
"ZCTA5 12788, New York",2908
"ZCTA5 12789, New York",1838
"ZCTA5 12790, New York",4518
"ZCTA5 12791, New York",737
"ZCTA5 12792, New York",335
"ZCTA5 12801, New York",14707
"ZCTA5 12803, New York",7567
"ZCTA5 12804, New York",26540
"ZCTA5 12808, New York",306
"ZCTA5 12809, New York",3528
"ZCTA5 12810, New York",627
"ZCTA5 12811, New York",127
"ZCTA5 12812, New York",150
"ZCTA5 12814, New York",1574
"ZCTA5 12815, New York",871
"ZCTA5 12816, New York",4610
"ZCTA5 12817, New York",2274
"ZCTA5 12819, New York",403
"ZCTA5 12821, New York",2750
"ZCTA5 12822, New York",6200
"ZCTA5 12823, New York",238
"ZCTA5 12824, New York",894
"ZCTA5 12827, New York",3877
"ZCTA5 12828, New York",9448
"ZCTA5 12831, New York",17416
"ZCTA5 12832, New York",7106
"ZCTA5 12833, New York",4401
"ZCTA5 12834, New York",6594
"ZCTA5 12835, New York",2603
"ZCTA5 12836, New York",574
"ZCTA5 12837, New York",857
"ZCTA5 12838, New York",608
"ZCTA5 12839, New York",13588
"ZCTA5 12841, New York",77
"ZCTA5 12842, New York",1166
"ZCTA5 12843, New York",600
"ZCTA5 12844, New York",199
"ZCTA5 12845, New York",4842
"ZCTA5 12846, New York",3298
"ZCTA5 12847, New York",605
"ZCTA5 12849, New York",385
"ZCTA5 12850, New York",2835
"ZCTA5 12851, New York",366
"ZCTA5 12852, New York",436
"ZCTA5 12853, New York",1770
"ZCTA5 12855, New York",259
"ZCTA5 12856, New York",187
"ZCTA5 12857, New York",498
"ZCTA5 12858, New York",59
"ZCTA5 12859, New York",2220
"ZCTA5 12860, New York",748
"ZCTA5 12861, New York",609
"ZCTA5 12862, New York",17
"ZCTA5 12863, New York",533
"ZCTA5 12864, New York",36
"ZCTA5 12865, New York",3663
"ZCTA5 12866, New York",36915
"ZCTA5 12870, New York",1509
"ZCTA5 12871, New York",4084
"ZCTA5 12872, New York",31
"ZCTA5 12873, New York",736
"ZCTA5 12874, New York",142
"ZCTA5 12878, New York",719
"ZCTA5 12883, New York",5025
"ZCTA5 12884, New York",486
"ZCTA5 12885, New York",4602
"ZCTA5 12886, New York",269
"ZCTA5 12887, New York",4972
"ZCTA5 12901, New York",33439
"ZCTA5 12903, New York",1217
"ZCTA5 12910, New York",2148
"ZCTA5 12911, New York",36
"ZCTA5 12912, New York",1998
"ZCTA5 12913, New York",1157
"ZCTA5 12914, New York",1044
"ZCTA5 12916, New York",2135
"ZCTA5 12917, New York",1403
"ZCTA5 12918, New York",2381
"ZCTA5 12919, New York",3037
"ZCTA5 12920, New York",2842
"ZCTA5 12921, New York",2410
"ZCTA5 12922, New York",65
"ZCTA5 12923, New York",632
"ZCTA5 12924, New York",158
"ZCTA5 12926, New York",2208
"ZCTA5 12927, New York",224
"ZCTA5 12928, New York",2028
"ZCTA5 12929, New York",3938
"ZCTA5 12930, New York",634
"ZCTA5 12932, New York",1236
"ZCTA5 12933, New York",17
"ZCTA5 12934, New York",1074
"ZCTA5 12935, New York",1748
"ZCTA5 12936, New York",599
"ZCTA5 12937, New York",1572
"ZCTA5 12939, New York",205
"ZCTA5 12941, New York",1428
"ZCTA5 12942, New York",646
"ZCTA5 12943, New York",459
"ZCTA5 12944, New York",4080
"ZCTA5 12945, New York",638
"ZCTA5 12946, New York",5492
"ZCTA5 12950, New York",929
"ZCTA5 12952, New York",546
"ZCTA5 12953, New York",15836
"ZCTA5 12955, New York",381
"ZCTA5 12956, New York",1259
"ZCTA5 12957, New York",1726
"ZCTA5 12958, New York",1929
"ZCTA5 12959, New York",1369
"ZCTA5 12960, New York",1148
"ZCTA5 12961, New York",180
"ZCTA5 12962, New York",5499
"ZCTA5 12964, New York",161
"ZCTA5 12965, New York",516
"ZCTA5 12966, New York",2915
"ZCTA5 12967, New York",1223
"ZCTA5 12969, New York",423
"ZCTA5 12970, New York",963
"ZCTA5 12972, New York",6364
"ZCTA5 12973, New York",187
"ZCTA5 12974, New York",1599
"ZCTA5 12975, New York",265
"ZCTA5 12976, New York",260
"ZCTA5 12977, New York",1753
"ZCTA5 12978, New York",403
"ZCTA5 12979, New York",2304
"ZCTA5 12980, New York",1304
"ZCTA5 12981, New York",2253
"ZCTA5 12983, New York",7494
"ZCTA5 12985, New York",1072
"ZCTA5 12986, New York",6120
"ZCTA5 12987, New York",201
"ZCTA5 12989, New York",1010
"ZCTA5 12992, New York",4778
"ZCTA5 12993, New York",1623
"ZCTA5 12996, New York",2086
"ZCTA5 12997, New York",1239
"ZCTA5 12998, New York",526
"ZCTA5 13020, New York",150
"ZCTA5 13021, New York",39506
"ZCTA5 13024, New York",1733
"ZCTA5 13026, New York",1914
"ZCTA5 13027, New York",31637
"ZCTA5 13028, New York",1350
"ZCTA5 13029, New York",7109
"ZCTA5 13030, New York",3892
"ZCTA5 13031, New York",15551
"ZCTA5 13032, New York",12790
"ZCTA5 13033, New York",3556
"ZCTA5 13034, New York",1989
"ZCTA5 13035, New York",8617
"ZCTA5 13036, New York",8680
"ZCTA5 13037, New York",8897
"ZCTA5 13039, New York",17537
"ZCTA5 13040, New York",2758
"ZCTA5 13041, New York",10705
"ZCTA5 13042, New York",2356
"ZCTA5 13044, New York",2512
"ZCTA5 13045, New York",30112
"ZCTA5 13051, New York",153
"ZCTA5 13052, New York",1679
"ZCTA5 13053, New York",5015
"ZCTA5 13054, New York",1582
"ZCTA5 13057, New York",14992
"ZCTA5 13060, New York",2806
"ZCTA5 13061, New York",1040
"ZCTA5 13062, New York",173
"ZCTA5 13063, New York",1898
"ZCTA5 13064, New York",64
"ZCTA5 13066, New York",12390
"ZCTA5 13068, New York",5368
"ZCTA5 13069, New York",24931
"ZCTA5 13071, New York",1023
"ZCTA5 13072, New York",1123
"ZCTA5 13073, New York",6423
"ZCTA5 13074, New York",4488
"ZCTA5 13076, New York",2393
"ZCTA5 13077, New York",6735
"ZCTA5 13078, New York",9866
"ZCTA5 13080, New York",3631
"ZCTA5 13081, New York",1169
"ZCTA5 13082, New York",4871
"ZCTA5 13083, New York",1809
"ZCTA5 13084, New York",4409
"ZCTA5 13087, New York",168
"ZCTA5 13088, New York",22156
"ZCTA5 13090, New York",30124
"ZCTA5 13092, New York",2606
"ZCTA5 13101, New York",2508
"ZCTA5 13102, New York",85
"ZCTA5 13103, New York",326
"ZCTA5 13104, New York",15567
"ZCTA5 13108, New York",6175
"ZCTA5 13110, New York",2338
"ZCTA5 13111, New York",1700
"ZCTA5 13112, New York",1973
"ZCTA5 13113, New York",287
"ZCTA5 13114, New York",6356
"ZCTA5 13115, New York",224
"ZCTA5 13116, New York",3457
"ZCTA5 13117, New York",188
"ZCTA5 13118, New York",6382
"ZCTA5 13120, New York",2328
"ZCTA5 13122, New York",1174
"ZCTA5 13123, New York",314
"ZCTA5 13124, New York",124
"ZCTA5 13126, New York",37205
"ZCTA5 13131, New York",3895
"ZCTA5 13132, New York",4244
"ZCTA5 13134, New York",119
"ZCTA5 13135, New York",6617
"ZCTA5 13136, New York",534
"ZCTA5 13138, New York",61
"ZCTA5 13140, New York",4488
"ZCTA5 13141, New York",596
"ZCTA5 13142, New York",6451
"ZCTA5 13143, New York",2873
"ZCTA5 13144, New York",1531
"ZCTA5 13145, New York",1926
"ZCTA5 13146, New York",2443
"ZCTA5 13147, New York",1281
"ZCTA5 13148, New York",10750
"ZCTA5 13152, New York",7941
"ZCTA5 13153, New York",399
"ZCTA5 13155, New York",663
"ZCTA5 13156, New York",2000
"ZCTA5 13157, New York",695
"ZCTA5 13158, New York",1855
"ZCTA5 13159, New York",5184
"ZCTA5 13160, New York",2027
"ZCTA5 13162, New York",385
"ZCTA5 13163, New York",339
"ZCTA5 13164, New York",2338
"ZCTA5 13165, New York",10741
"ZCTA5 13166, New York",5610
"ZCTA5 13167, New York",3342
"ZCTA5 13202, New York",5438
"ZCTA5 13203, New York",16029
"ZCTA5 13204, New York",19931
"ZCTA5 13205, New York",19201
"ZCTA5 13206, New York",16443
"ZCTA5 13207, New York",13897
"ZCTA5 13208, New York",22854
"ZCTA5 13209, New York",13243
"ZCTA5 13210, New York",27606
"ZCTA5 13211, New York",6517
"ZCTA5 13212, New York",20356
"ZCTA5 13214, New York",8793
"ZCTA5 13215, New York",15245
"ZCTA5 13219, New York",15363
"ZCTA5 13224, New York",8891
"ZCTA5 13290, New York",0
"ZCTA5 13301, New York",98
"ZCTA5 13302, New York",1610
"ZCTA5 13303, New York",1153
"ZCTA5 13304, New York",1684
"ZCTA5 13305, New York",293
"ZCTA5 13308, New York",3625
"ZCTA5 13309, New York",5889
"ZCTA5 13310, New York",624
"ZCTA5 13312, New York",331
"ZCTA5 13313, New York",526
"ZCTA5 13314, New York",443
"ZCTA5 13315, New York",1419
"ZCTA5 13316, New York",6460
"ZCTA5 13317, New York",3784
"ZCTA5 13318, New York",1325
"ZCTA5 13319, New York",1079
"ZCTA5 13320, New York",2018
"ZCTA5 13321, New York",1049
"ZCTA5 13322, New York",1076
"ZCTA5 13323, New York",11323
"ZCTA5 13324, New York",2149
"ZCTA5 13325, New York",866
"ZCTA5 13326, New York",5561
"ZCTA5 13327, New York",2056
"ZCTA5 13328, New York",1267
"ZCTA5 13329, New York",3889
"ZCTA5 13331, New York",189
"ZCTA5 13332, New York",2460
"ZCTA5 13333, New York",62
"ZCTA5 13334, New York",1374
"ZCTA5 13335, New York",1590
"ZCTA5 13337, New York",790
"ZCTA5 13338, New York",1206
"ZCTA5 13339, New York",6941
"ZCTA5 13340, New York",8205
"ZCTA5 13341, New York",102
"ZCTA5 13342, New York",165
"ZCTA5 13343, New York",1658
"ZCTA5 13345, New York",177
"ZCTA5 13346, New York",6735
"ZCTA5 13348, New York",1469
"ZCTA5 13350, New York",10093
"ZCTA5 13352, New York",65
"ZCTA5 13353, New York",86
"ZCTA5 13354, New York",3342
"ZCTA5 13355, New York",905
"ZCTA5 13357, New York",11096
"ZCTA5 13360, New York",333
"ZCTA5 13361, New York",824
"ZCTA5 13362, New York",60
"ZCTA5 13363, New York",2315
"ZCTA5 13364, New York",243
"ZCTA5 13365, New York",8906
"ZCTA5 13367, New York",8830
"ZCTA5 13368, New York",1118
"ZCTA5 13402, New York",1534
"ZCTA5 13403, New York",7372
"ZCTA5 13404, New York",236
"ZCTA5 13406, New York",725
"ZCTA5 13407, New York",5453
"ZCTA5 13408, New York",4280
"ZCTA5 13409, New York",2374
"ZCTA5 13410, New York",241
"ZCTA5 13411, New York",3264
"ZCTA5 13413, New York",16135
"ZCTA5 13415, New York",77
"ZCTA5 13416, New York",2271
"ZCTA5 13417, New York",3305
"ZCTA5 13418, New York",255
"ZCTA5 13420, New York",1266
"ZCTA5 13421, New York",14125
"ZCTA5 13424, New York",2725
"ZCTA5 13425, New York",1970
"ZCTA5 13428, New York",1635
"ZCTA5 13431, New York",2069
"ZCTA5 13433, New York",1820
"ZCTA5 13435, New York",286
"ZCTA5 13436, New York",108
"ZCTA5 13437, New York",460
"ZCTA5 13438, New York",3789
"ZCTA5 13439, New York",3950
"ZCTA5 13440, New York",42986
"ZCTA5 13441, New York",51
"ZCTA5 13450, New York",104
"ZCTA5 13452, New York",4629
"ZCTA5 13454, New York",826
"ZCTA5 13456, New York",4164
"ZCTA5 13459, New York",2222
"ZCTA5 13460, New York",4429
"ZCTA5 13461, New York",3083
"ZCTA5 13464, New York",1189
"ZCTA5 13468, New York",451
"ZCTA5 13469, New York",847
"ZCTA5 13470, New York",725
"ZCTA5 13471, New York",3540
"ZCTA5 13472, New York",310
"ZCTA5 13473, New York",766
"ZCTA5 13475, New York",28
"ZCTA5 13476, New York",3032
"ZCTA5 13477, New York",1452
"ZCTA5 13478, New York",3083
"ZCTA5 13480, New York",3532
"ZCTA5 13483, New York",256
"ZCTA5 13484, New York",176
"ZCTA5 13485, New York",1132
"ZCTA5 13486, New York",815
"ZCTA5 13488, New York",98
"ZCTA5 13489, New York",658
"ZCTA5 13490, New York",1361
"ZCTA5 13491, New York",3641
"ZCTA5 13492, New York",11596
"ZCTA5 13493, New York",2070
"ZCTA5 13494, New York",314
"ZCTA5 13495, New York",2144
"ZCTA5 13501, New York",38546
"ZCTA5 13502, New York",33257
"ZCTA5 13601, New York",38158
"ZCTA5 13602, New York",3881
"ZCTA5 13603, New York",9760
"ZCTA5 13605, New York",4777
"ZCTA5 13606, New York",2716
"ZCTA5 13607, New York",1822
"ZCTA5 13608, New York",1719
"ZCTA5 13612, New York",2852
"ZCTA5 13613, New York",2726
"ZCTA5 13614, New York",357
"ZCTA5 13615, New York",1271
"ZCTA5 13616, New York",1880
"ZCTA5 13617, New York",11299
"ZCTA5 13618, New York",1711
"ZCTA5 13619, New York",10901
"ZCTA5 13620, New York",2197
"ZCTA5 13621, New York",650
"ZCTA5 13622, New York",2432
"ZCTA5 13623, New York",49
"ZCTA5 13624, New York",5457
"ZCTA5 13625, New York",1868
"ZCTA5 13626, New York",2267
"ZCTA5 13628, New York",220
"ZCTA5 13630, New York",1525
"ZCTA5 13633, New York",345
"ZCTA5 13634, New York",3984
"ZCTA5 13635, New York",1092
"ZCTA5 13636, New York",282
"ZCTA5 13637, New York",4491
"ZCTA5 13638, New York",378
"ZCTA5 13639, New York",243
"ZCTA5 13640, New York",271
"ZCTA5 13641, New York",91
"ZCTA5 13642, New York",10088
"ZCTA5 13643, New York",19
"ZCTA5 13646, New York",2211
"ZCTA5 13647, New York",69
"ZCTA5 13648, New York",2424
"ZCTA5 13650, New York",1391
"ZCTA5 13651, New York",127
"ZCTA5 13652, New York",1815
"ZCTA5 13654, New York",2461
"ZCTA5 13655, New York",3512
"ZCTA5 13656, New York",2861
"ZCTA5 13658, New York",2357
"ZCTA5 13659, New York",593
"ZCTA5 13660, New York",1891
"ZCTA5 13661, New York",1646
"ZCTA5 13662, New York",16582
"ZCTA5 13664, New York",399
"ZCTA5 13665, New York",882
"ZCTA5 13666, New York",266
"ZCTA5 13667, New York",3181
"ZCTA5 13668, New York",3329
"ZCTA5 13669, New York",16452
"ZCTA5 13670, New York",430
"ZCTA5 13672, New York",602
"ZCTA5 13673, New York",2249
"ZCTA5 13674, New York",126
"ZCTA5 13675, New York",160
"ZCTA5 13676, New York",16646
"ZCTA5 13677, New York",93
"ZCTA5 13678, New York",211
"ZCTA5 13679, New York",1853
"ZCTA5 13680, New York",1244
"ZCTA5 13681, New York",897
"ZCTA5 13682, New York",877
"ZCTA5 13684, New York",1131
"ZCTA5 13685, New York",2272
"ZCTA5 13687, New York",479
"ZCTA5 13690, New York",846
"ZCTA5 13691, New York",3176
"ZCTA5 13692, New York",27
"ZCTA5 13693, New York",503
"ZCTA5 13694, New York",1507
"ZCTA5 13695, New York",134
"ZCTA5 13696, New York",87
"ZCTA5 13697, New York",2281
"ZCTA5 13730, New York",2805
"ZCTA5 13731, New York",1162
"ZCTA5 13732, New York",8153
"ZCTA5 13733, New York",5216
"ZCTA5 13734, New York",2287
"ZCTA5 13736, New York",2338
"ZCTA5 13739, New York",953
"ZCTA5 13740, New York",554
"ZCTA5 13743, New York",3806
"ZCTA5 13744, New York",1137
"ZCTA5 13746, New York",2539
"ZCTA5 13748, New York",3800
"ZCTA5 13750, New York",1092
"ZCTA5 13751, New York",189
"ZCTA5 13752, New York",782
"ZCTA5 13753, New York",5848
"ZCTA5 13754, New York",3310
"ZCTA5 13755, New York",1228
"ZCTA5 13756, New York",613
"ZCTA5 13757, New York",1045
"ZCTA5 13760, New York",44264
"ZCTA5 13774, New York",201
"ZCTA5 13775, New York",1631
"ZCTA5 13776, New York",513
"ZCTA5 13777, New York",727
"ZCTA5 13778, New York",5948
"ZCTA5 13780, New York",1045
"ZCTA5 13782, New York",755
"ZCTA5 13783, New York",2670
"ZCTA5 13784, New York",172
"ZCTA5 13786, New York",464
"ZCTA5 13787, New York",3629
"ZCTA5 13788, New York",991
"ZCTA5 13790, New York",19104
"ZCTA5 13794, New York",105
"ZCTA5 13795, New York",3800
"ZCTA5 13796, New York",1236
"ZCTA5 13797, New York",2250
"ZCTA5 13801, New York",1398
"ZCTA5 13802, New York",718
"ZCTA5 13803, New York",3975
"ZCTA5 13804, New York",391
"ZCTA5 13806, New York",205
"ZCTA5 13807, New York",1199
"ZCTA5 13808, New York",1771
"ZCTA5 13809, New York",1517
"ZCTA5 13810, New York",1149
"ZCTA5 13811, New York",4354
"ZCTA5 13812, New York",2348
"ZCTA5 13813, New York",977
"ZCTA5 13815, New York",13999
"ZCTA5 13820, New York",22455
"ZCTA5 13825, New York",3442
"ZCTA5 13826, New York",58
"ZCTA5 13827, New York",11759
"ZCTA5 13830, New York",5042
"ZCTA5 13832, New York",709
"ZCTA5 13833, New York",4255
"ZCTA5 13834, New York",118
"ZCTA5 13835, New York",1511
"ZCTA5 13838, New York",4409
"ZCTA5 13839, New York",1405
"ZCTA5 13841, New York",529
"ZCTA5 13842, New York",695
"ZCTA5 13843, New York",1888
"ZCTA5 13844, New York",724
"ZCTA5 13845, New York",83
"ZCTA5 13846, New York",305
"ZCTA5 13847, New York",67
"ZCTA5 13849, New York",4551
"ZCTA5 13850, New York",22004
"ZCTA5 13856, New York",6596
"ZCTA5 13859, New York",182
"ZCTA5 13860, New York",94
"ZCTA5 13861, New York",432
"ZCTA5 13862, New York",4189
"ZCTA5 13863, New York",688
"ZCTA5 13864, New York",1149
"ZCTA5 13865, New York",6371
"ZCTA5 13901, New York",19773
"ZCTA5 13902, New York",6177
"ZCTA5 13903, New York",18763
"ZCTA5 13904, New York",9579
"ZCTA5 13905, New York",28026
"ZCTA5 14001, New York",9464
"ZCTA5 14004, New York",12704
"ZCTA5 14005, New York",1986
"ZCTA5 14006, New York",9858
"ZCTA5 14008, New York",1467
"ZCTA5 14009, New York",5672
"ZCTA5 14011, New York",9822
"ZCTA5 14012, New York",2362
"ZCTA5 14013, New York",1751
"ZCTA5 14020, New York",23306
"ZCTA5 14024, New York",1688
"ZCTA5 14025, New York",3039
"ZCTA5 14026, New York",674
"ZCTA5 14028, New York",1595
"ZCTA5 14030, New York",1807
"ZCTA5 14031, New York",9392
"ZCTA5 14032, New York",7989
"ZCTA5 14033, New York",2219
"ZCTA5 14034, New York",2742
"ZCTA5 14035, New York",125
"ZCTA5 14036, New York",5201
"ZCTA5 14037, New York",1166
"ZCTA5 14039, New York",101
"ZCTA5 14040, New York",2217
"ZCTA5 14041, New York",237
"ZCTA5 14042, New York",3969
"ZCTA5 14043, New York",24742
"ZCTA5 14047, New York",6440
"ZCTA5 14048, New York",15072
"ZCTA5 14051, New York",19533
"ZCTA5 14052, New York",17329
"ZCTA5 14054, New York",1344
"ZCTA5 14055, New York",1405
"ZCTA5 14057, New York",8116
"ZCTA5 14058, New York",2285
"ZCTA5 14059, New York",8933
"ZCTA5 14060, New York",443
"ZCTA5 14061, New York",349
"ZCTA5 14062, New York",3329
"ZCTA5 14063, New York",14870
"ZCTA5 14065, New York",1896
"ZCTA5 14066, New York",1318
"ZCTA5 14067, New York",5040
"ZCTA5 14068, New York",7150
"ZCTA5 14069, New York",844
"ZCTA5 14070, New York",6732
"ZCTA5 14072, New York",20374
"ZCTA5 14075, New York",41937
"ZCTA5 14080, New York",4330
"ZCTA5 14081, New York",3095
"ZCTA5 14082, New York",426
"ZCTA5 14085, New York",7353
"ZCTA5 14086, New York",31847
"ZCTA5 14091, New York",1079
"ZCTA5 14092, New York",11086
"ZCTA5 14094, New York",50666
"ZCTA5 14098, New York",2958
"ZCTA5 14101, New York",1905
"ZCTA5 14102, New York",1281
"ZCTA5 14103, New York",11183
"ZCTA5 14105, New York",4566
"ZCTA5 14108, New York",5882
"ZCTA5 14109, New York",1117
"ZCTA5 14111, New York",3352
"ZCTA5 14112, New York",85
"ZCTA5 14113, New York",703
"ZCTA5 14120, New York",45100
"ZCTA5 14125, New York",3782
"ZCTA5 14126, New York",588
"ZCTA5 14127, New York",29961
"ZCTA5 14129, New York",1591
"ZCTA5 14130, New York",265
"ZCTA5 14131, New York",5283
"ZCTA5 14132, New York",6218
"ZCTA5 14134, New York",104
"ZCTA5 14135, New York",119
"ZCTA5 14136, New York",5033
"ZCTA5 14138, New York",2018
"ZCTA5 14139, New York",2125
"ZCTA5 14141, New York",7728
"ZCTA5 14143, New York",1214
"ZCTA5 14145, New York",1618
"ZCTA5 14150, New York",41676
"ZCTA5 14167, New York",1663
"ZCTA5 14168, New York",36
"ZCTA5 14169, New York",151
"ZCTA5 14170, New York",2286
"ZCTA5 14171, New York",2077
"ZCTA5 14172, New York",3200
"ZCTA5 14173, New York",396
"ZCTA5 14174, New York",5794
"ZCTA5 14201, New York",11549
"ZCTA5 14202, New York",3911
"ZCTA5 14203, New York",1618
"ZCTA5 14204, New York",8691
"ZCTA5 14206, New York",20751
"ZCTA5 14207, New York",23552
"ZCTA5 14208, New York",11125
"ZCTA5 14209, New York",7926
"ZCTA5 14210, New York",14694
"ZCTA5 14211, New York",22611
"ZCTA5 14212, New York",10641
"ZCTA5 14213, New York",24465
"ZCTA5 14214, New York",19775
"ZCTA5 14215, New York",39999
"ZCTA5 14216, New York",22431
"ZCTA5 14217, New York",23480
"ZCTA5 14218, New York",19039
"ZCTA5 14219, New York",11536
"ZCTA5 14220, New York",24227
"ZCTA5 14221, New York",53555
"ZCTA5 14222, New York",14046
"ZCTA5 14223, New York",22665
"ZCTA5 14224, New York",39889
"ZCTA5 14225, New York",33385
"ZCTA5 14226, New York",29267
"ZCTA5 14227, New York",23426
"ZCTA5 14228, New York",20857
"ZCTA5 14261, New York",5713
"ZCTA5 14301, New York",12817
"ZCTA5 14302, New York",107
"ZCTA5 14303, New York",5981
"ZCTA5 14304, New York",30389
"ZCTA5 14305, New York",16898
"ZCTA5 14411, New York",14491
"ZCTA5 14414, New York",7142
"ZCTA5 14415, New York",132
"ZCTA5 14416, New York",3817
"ZCTA5 14418, New York",1325
"ZCTA5 14420, New York",20467
"ZCTA5 14422, New York",2468
"ZCTA5 14423, New York",4799
"ZCTA5 14424, New York",27007
"ZCTA5 14425, New York",10717
"ZCTA5 14427, New York",1964
"ZCTA5 14428, New York",8096
"ZCTA5 14432, New York",5726
"ZCTA5 14433, New York",4629
"ZCTA5 14435, New York",2941
"ZCTA5 14437, New York",11415
"ZCTA5 14441, New York",325
"ZCTA5 14445, New York",8019
"ZCTA5 14450, New York",41104
"ZCTA5 14454, New York",11073
"ZCTA5 14456, New York",20087
"ZCTA5 14462, New York",655
"ZCTA5 14464, New York",7524
"ZCTA5 14466, New York",1719
"ZCTA5 14467, New York",9105
"ZCTA5 14468, New York",17813
"ZCTA5 14469, New York",6220
"ZCTA5 14470, New York",8016
"ZCTA5 14471, New York",2672
"ZCTA5 14472, New York",8598
"ZCTA5 14475, New York",234
"ZCTA5 14476, New York",2288
"ZCTA5 14477, New York",1732
"ZCTA5 14478, New York",1595
"ZCTA5 14479, New York",275
"ZCTA5 14480, New York",833
"ZCTA5 14481, New York",1820
"ZCTA5 14482, New York",8275
"ZCTA5 14485, New York",4267
"ZCTA5 14486, New York",308
"ZCTA5 14487, New York",6025
"ZCTA5 14489, New York",7192
"ZCTA5 14502, New York",10691
"ZCTA5 14504, New York",1701
"ZCTA5 14505, New York",5393
"ZCTA5 14506, New York",1325
"ZCTA5 14507, New York",1351
"ZCTA5 14510, New York",4895
"ZCTA5 14511, New York",497
"ZCTA5 14512, New York",4721
"ZCTA5 14513, New York",13976
"ZCTA5 14514, New York",6389
"ZCTA5 14516, New York",2365
"ZCTA5 14517, New York",2883
"ZCTA5 14519, New York",11581
"ZCTA5 14521, New York",2761
"ZCTA5 14522, New York",9565
"ZCTA5 14525, New York",2865
"ZCTA5 14526, New York",19804
"ZCTA5 14527, New York",12820
"ZCTA5 14529, New York",67
"ZCTA5 14530, New York",5575
"ZCTA5 14532, New York",4431
"ZCTA5 14533, New York",2000
"ZCTA5 14534, New York",31426
"ZCTA5 14536, New York",687
"ZCTA5 14537, New York",207
"ZCTA5 14539, New York",242
"ZCTA5 14541, New York",4129
"ZCTA5 14542, New York",97
"ZCTA5 14543, New York",3152
"ZCTA5 14544, New York",2101
"ZCTA5 14545, New York",173
"ZCTA5 14546, New York",4695
"ZCTA5 14548, New York",4249
"ZCTA5 14549, New York",91
"ZCTA5 14550, New York",1537
"ZCTA5 14551, New York",5651
"ZCTA5 14555, New York",974
"ZCTA5 14559, New York",18057
"ZCTA5 14560, New York",2164
"ZCTA5 14561, New York",3086
"ZCTA5 14564, New York",14487
"ZCTA5 14568, New York",6048
"ZCTA5 14569, New York",6211
"ZCTA5 14571, New York",1176
"ZCTA5 14572, New York",5081
"ZCTA5 14580, New York",50587
"ZCTA5 14585, New York",120
"ZCTA5 14586, New York",10256
"ZCTA5 14588, New York",749
"ZCTA5 14589, New York",7854
"ZCTA5 14590, New York",5446
"ZCTA5 14591, New York",1748
"ZCTA5 14592, New York",110
"ZCTA5 14604, New York",1743
"ZCTA5 14605, New York",12610
"ZCTA5 14606, New York",28255
"ZCTA5 14607, New York",16223
"ZCTA5 14608, New York",12268
"ZCTA5 14609, New York",42571
"ZCTA5 14610, New York",14233
"ZCTA5 14611, New York",17396
"ZCTA5 14612, New York",34515
"ZCTA5 14613, New York",14730
"ZCTA5 14614, New York",1224
"ZCTA5 14615, New York",16099
"ZCTA5 14616, New York",28534
"ZCTA5 14617, New York",22789
"ZCTA5 14618, New York",22920
"ZCTA5 14619, New York",14749
"ZCTA5 14620, New York",25141
"ZCTA5 14621, New York",33802
"ZCTA5 14622, New York",12108
"ZCTA5 14623, New York",27173
"ZCTA5 14624, New York",36296
"ZCTA5 14625, New York",10387
"ZCTA5 14626, New York",30041
"ZCTA5 14627, New York",2320
"ZCTA5 14701, New York",40730
"ZCTA5 14706, New York",6356
"ZCTA5 14707, New York",239
"ZCTA5 14708, New York",183
"ZCTA5 14709, New York",1535
"ZCTA5 14710, New York",3540
"ZCTA5 14711, New York",1766
"ZCTA5 14712, New York",3342
"ZCTA5 14714, New York",487
"ZCTA5 14715, New York",2747
"ZCTA5 14716, New York",3104
